"Reference","Qty","Value","Footprint","LCSC","Opis","#"
"C1,C2,C3,C4,C6,C7,C8,C9,C10,C11,C12,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26","24","100nF","Capacitor_SMD:C_0805_2012Metric","C1711","Unpolarized capacitor"
"C5,C13","2","100uF","Capacitor_SMD:C_0805_2012Metric","C1711","Polarized capacitor, US symbol"
"D1,D2","2","D_Filled","Diode_SMD:D_0805_2012Metric","C109001","Diode, filled shape"
"R1,R2,R3,R4","4","3.2K","Resistor_SMD:R_0805_2012Metric","C865460","Resistor"
